label,text
flight_id,what flights are between boston and atlanta on july thirty first
booking_class,what is fare code h
flight_id,what flights are there from los angeles to pittsburgh
flight_id,please show me all the flights from indianapolis to san diego tomorrow
flight_id,show me all flights from san francisco to new york nonstop
flight_id,flights from cincinnati to o'hare departing after 718am american
flight_id,tell me about flights from st. petersburg arriving in toronto before noon
fare_basis_code,display all fare codes
flight_id,find me a flight from atlanta to baltimore
flight_id,what is the flight number of the earliest flight between boston and washington dc
flight_id,what is the latest flight leaving boston to denver
aircraft_code,how many passengers fit on a d9s
transport_type,what is the schedule of ground transportation from the airport in philadelphia into downtown
fare_id,please show me all fares for flights from denver to oakland
fare_id,show me the cheapest round trip fare from baltimore to dallas
flight_id,what flights from san jose to dallas on friday afternoon
flight_id,i want to go between boston and washington early in the morning
flight_id,are there any turboprop flights from pittsburgh to baltimore on december seventeenth
flight_id,what are the latest flights that i can take from baltimore to boston
flight_id,from kansas city to salt lake city on delta arrive around 8pm tomorrow
transport_type,list ground transportation in detroit
airline_code,which airlines have first class flights today
flight_id,please list all flights that leave denver before noon on northwest airlines
flight_id,i want a flight from milwaukee to orlando one way leaving after 5pm on wednesday
flight_id,i need a flight from ontario to los angeles on a thursday
flight_id,i would like a flight leaving from washington to boston at 110pm on august twentieth
fare_id,what are the fares from newark to la monday and wednesday
flight_id,from las vegas to phoenix
flight_id,fly from dallas to baltimore
fare_id,could you please find me the cheapest one way fare from boston to philadelphia
flight_id,oh let's see does eastern airline have a flight from atlanta to washington
flight_id,i want to fly from philadelphia to dallas to san francisco on monday july eighth
flight_id,what is the latest flight from salt lake city to phoenix
flight_id,which flights depart los angeles destination charlotte that leave on a monday morning
flight_id,are there any flights next monday morning from pittsburgh to san francisco
flight_id,what flights are available from boston to atlanta on july seventh 8am
transport_type,can you rent a car at stapleton international airport in denver
flight_id,i would like to book a flight from baltimore to newark early in the morning on april ninth
fare_id,show me round trip fares from denver to philadelphia
flight_id,what flights from st. louis to st. paul on thursday leaving after 10am
flight_id,is there a flight between oakland and boston with a stopover in dallas fort worth on twa
flight_id,what flights leave after 7pm from philadelphia to boston
flight_id,i need a return flight from philadelphia to boston
flight_id,show me all flights from new york to miami on a tuesday with round trip fares under 932 dollars
flight_id,i want a flight that leaves thursday around 7pm from chicago to kansas city
flight_id,a one way flight from boston to san francisco please
fare_id,what is the price of a first class ticket from atlanta to san francisco
fare_id,what is the economy thrift fare from boston to washington
flight_id,what flights leave pittsburgh july fifth after 7pm and arrive in san francisco
flight_id,i want to see the cheapest flights from denver to atlanta
flight_id,show me flights from pittsburgh to atlanta on monday afternoon
flight_id,all flights from miami to new york
flight_id,i live in denver and i'd like to make a trip to pittsburgh
flight_id,show me all the twa flights from indianapolis to houston that arrive around 11am
flight_id,i'd like to book the cheapest one way flight from denver to pittsburgh on july fifteenth
airline_code,what does ua stand for
flight_id,show me next wednesday's flights between phoenix and milwaukee
flight_id,i need to go to pittsburgh and denver
departure_time,could you give me the schedule of flights for american and delta to dfw on august fifteenth
transport_type,what kind of ground transportation is there once i get to dallas
flight_id,i would like a list of round trip flights between indianapolis and orlando florida for the twenty seventh and the twenty eighth of december
flight_id,can you list all flights from chicago to st. louis that depart after 12 noon
flight_id,i need to find a plane from boston to san francisco on friday
count,what is the number of first class flights on american airlines
restriction_code,what does restriction ap/57 mean
flight_id,i want a flight on continental from boston to san francisco
flight_id,boston to pittsburgh wednesday
flight_id,interested in a flight from washington to fort worth
meal_code,explain meal codes sd/d
aircraft_code,i'd like to know what type of plane flies from boston to dallas fort worth after 530
count,how many first class flights does delta have today
flight_id,i'd like to fly from atlanta to denver on august twenty ninth
flight_id,list all nonstop flights on wednesday from baltimore to newark before noon
flight_id,does united airlines fly from denver to baltimore
flight_id,can you list the earliest flights from oakland to salt lake city on thursday
flight_id,show me the flights from pittsburgh to baltimore
flight_id,show me all flights from charlotte to philadelphia
flight_id,list flights leaving denver and arriving in orlando on saturday departing after 12pm
fare_id,show me all prices of economy from baltimore to dallas
flight_id,what are the flights from san francisco to washington dc
flight_id,okay all right do you have a flight on united airlines from atlanta to washington
flight_id,flight from cleveland to nashville
flight_id,show me flights from milwaukee to orlando on wednesday night or thursday morning
flight_id,nonstop flights denver to kansas city
flight_id,list nonstop flights on sunday from new york to las vegas and list nonstop flights on sunday from memphis to las vegas
flight_id,flight from dallas to boston tomorrow
fare_id,how much does flight ua 281 from boston to denver cost
fare_id,how much does it cost to fly on american from dallas to baltimore
aircraft_code,i would like a to know the type of aircraft leaving from atlanta bound to boston on friday this week
airline_code,which airline offers the cheapest rate going from dallas to baltimore on july fourth
time_elapsed,how long is the flight from atlanta to san francisco at noon on november seventh
flight_id,okay i'm sorry could you tell me what flights leave atlanta and arrive in philadelphia around 5 o'clock
flight_id,what about flights from boston to san diego
flight_id,show me the flights from baltimore to boston
flight_id,show me the flights from pittsburgh to dallas
flight_id,i'd like an early flight tomorrow from columbus to nashville
transport_type,ground transport denver
flight_id,i'm looking for a flight from pittsburgh to san francisco
flight_id,list flights from atlanta to boston on wednesday afternoon
flight_id,show me all flights from boston to denver which arrive before noon on wednesday
flight_id,what flights are there from san francisco to philadelphia daily with economy class
flight_id,is there an atlanta flight to denver connecting
flight_id,i'd like to arrange a flight from pittsburgh to atlanta
fare_id,what is the least expensive one way fare between philadelphia and boston
flight_id,do you have a flight leaving boston at 645am going to washington
flight_id,what flights go from pittsburgh to baltimore after 8 o'clock next wednesday
flight_id,i need information on flights leaving philadelphia on friday arriving in oakland california
flight_id,what stops does dl 838 make from san francisco to atlanta
flight_id,are there any flights from denver to atlanta which connect in pittsburgh
flight_id,i would like to find flights from columbus to minneapolis on monday june fourteenth early in the morning or in the evening sunday june thirteenth thank you
flight_id,are there any flights from boston to san francisco which stop in washington dc
flight_id,show me the southwest airlines flights from san diego to san francisco
flight_id,i'd like a ticket from denver to atlanta with a stopover in pittsburgh is this possible
flight_id,i want to find a flight from boston to atlanta
booking_class,what is fare code h
flight_id,oakland to denver
transport_type,tell me about ground transportation at salt lake city
flight_id,do you have a flight from salt lake city to st. petersburg
flight_id,what's the cheapest one way flight from denver to pittsburgh
flight_id,i would like to make a round trip between washington and san francisco
flight_id,show me all flights from montreal to nashville
fare_id,find the cheapest one way fare from boston to san francisco
fare_id,show me fares from miami to new york
flight_id,list the earliest flight from st. paul to san jose
flight_id,show me first class flights from pittsburgh to san francisco on friday
airline_code,what airline is dl 98
flight_id,i'm interested in a flight from dallas to washington and i'm also interested in going to baltimore
flight_id,what is your last flight leaving san francisco and arriving in denver
fare_id,how much does a first class round trip ticket from cleveland to miami on us air cost
transport_type,i would like information on ground transportation city of boston between airport and downtown
flight_id,information on flights from atlanta to washington dc departing on thursday before 9am
flight_id,what's the latest flight out of denver that arrives in pittsburgh next monday
flight_id,show me the continental flights with meals which depart seattle on sunday for chicago
flight_id,list all day time flights from pittsburgh to boston
flight_id,what flights go from atlanta to washington dc on thursday
city_code,where is lester pearson airport
flight_id,show me all flights from denver to pittsburgh which serve dinner
flight_id,i want to fly boston to dallas
flight_id,which flight is a one way fare at 329 dollars from denver to pittsburgh
flight_id,i'd like to go from boston to denver at 9 o'clock saturday night
flight_id,information on flights from boston to washington
fare_id,what is the cheapest one way fare from any city to another
flight_id,find me the earliest flight from boston to atlanta and the latest return to boston on the same day
flight_id,list all united flights from philadelphia to san francisco
flight_id,show me all flights from phoenix to milwaukee next wednesday
transport_type,what do you know about car rental in denver
flight_id,show me all flights from ontario to tacoma one way
flight_id,on monday i'd like to travel from las vegas to detroit michigan
flight_id,i need to fly between philadelphia and atlanta
transport_type,what sort of ground transportation is there in washington dc
fare_id,how much is a first class ticket from washington to san francisco leaving on friday
flight_id,i need a flight on thursday before 8am from oakland to salt lake city
fare_id,what are the lowest one way fares from atlanta to denver
transport_type,show me ground transportation in denver
flight_id,what is the cheapest flight from atlanta to pittsburgh one way
flight_id,now i'd like to see flights from detroit to st. petersburg on the next tuesday
flight_id,show me the flights from newark new jersey to ontario international next saturday
flight_id,show me flights from denver to atlanta on june sixteenth
flight_id,i'd like to fly from minneapolis to long beach two days from today in the early morning
flight_id,i'm planning a trip to pittsburgh and i live in denver can you help me
flight_id,i need a flight from san francisco to boston that leaves after 7am
airline_code,what airline besides continental flies between boston and denver
fare_id,what is the lowest fare from denver to pittsburgh
advance_purchase,what is restriction ap57
flight_id,show me the flights from montreal to philly
flight_id,do you have any flights united airlines from dallas to san francisco
flight_id,i'd like to go from boston to san francisco stopping in pittsburgh
flight_id,okay give me the flights that leave denver after 7pm next monday arriving in boston
flight_id,i would like a flight from pittsburgh to san francisco on august twentieth
flight_id,list all flights leaving denver on continental on sunday after 934pm
fare_id,please list the cost of all flights from philadelphia to denver airport next sunday
flight_id,please list the morning flights from kansas city to atlanta
flight_id,list flights from philadelphia to dallas that stop in atlanta
flight_id,from atlanta to washington dc
flight_id,i would like to fly from atlanta to philadelphia
fare_id,can you list the cheapest round trip fare from orlando to kansas city
flight_id,what economy flights are available from dallas to baltimore on july twenty fifth 1991
flight_id,please give me the united airlines flights from denver to baltimore that are the first class flights please
departure_time,when does continental fly from philadelphia to denver on sundays
fare_id,show me us air fares for next sunday from miami to cleveland
flight_id,show me the flights leaving from love field
flight_id,show me flights from atlanta to washington dc leaving on thursday
flight_id,i am interested in booking an early flight from dallas into houston and returning in the late evening
flight_id,show me one way flights from milwaukee to orlando leaving on wednesday morning
flight_id,i need a flight from denver to philadelphia on saturday
flight_id,can i go from boston to san francisco with a stopover in denver
flight_id,flights from newark new jersey to minneapolis
flight_id,show me all flights from philadelphia to baltimore
flight_id,what flights from montreal to las vegas on saturday
transport_type,show me ground transportation for boston
flight_id,i want a evening flight from dallas to milwaukee
flight_id,on july twenty third an early flight on american from philadelphia to san francisco
flight_id,show me the flights out of love field
fare_id,what is the cheapest round trip fare between boston and san francisco
flight_id,i would like a flight from philadelphia to san francisco but i would like to stop in dallas
fare_id,how much does a first class ticket cost from boston to san francisco round trip
flight_id,flights on friday from newark to tampa
fare_id,what are the coach fares for flights from pittsburgh to denver
state_code,what does ord mean
flight_id,pittsburgh to atlanta wednesday
flight_id,show me all the flights from boston to denver that serve lunch
flight_id,is there a flight from pittsburgh to baltimore that arrives between 6 and 7pm
flight_id,show me the flights from salt lake city to st. petersburg late night on tuesday
fare_id,i'd like to fly from boston to san francisco could you find me the cheapest fare
flight_id,what are the two american airlines flights that leave from dallas to san francisco in the evening
flight_id,what are the flights from atlanta to dallas
flight_id,show me the flights from all airports to love field
flight_id,i want to go from san francisco to denver
fare_id,please show me fares from denver to san francisco
flight_id,early morning flights between cincinnati and tampa
flight_id,do you have a flight from philadelphia to san francisco with a stopover in dallas
airline_code,which airlines are represented in the database
flight_id,i want to leave chicago next tuesday and arrive in detroit around 6pm
flight_id,i want the cheapest flight from pittsburgh to atlanta
flight_id,may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday
flight_id,please list all flights from philadelphia to boston
flight_id,what's the cheapest flight from san francisco to boston
flight_id,can you tell me what flights you have from baltimore to dallas
flight_id,i need a united airlines flight from denver to baltimore on saturday
flight_id,i would like to fly the cheapest rate available from pittsburgh to atlanta on wednesday morning
flight_id,what flights do you have between pittsburgh and atlanta
flight_id,show me all flights to philadelphia in the evening
flight_id,are there any flights from denver to atlanta with stops in pittsburgh
airline_code,what does co mean
flight_id,which flights leaving baltimore to dallas on monday afternoon have economic class
flight_id,flights from columbus to milwaukee
airline_code,what airlines fly from toronto to san diego
transport_type,what is the available ground transportation between the airport in denver and downtown
state_code,i'm interested in flying from boston to atlanta
flight_id,do you have a flight from charlotte to atlanta on june first
flight_id,i'd like to know what flights united airline has from dallas to san francisco
flight_id,i need a flight on air canada from toronto to san diego with a layover in dc
flight_id,list flights between denver and pittsburgh
aircraft_code,what kind of aircraft will i be flying on if i take a first class american airlines flight from philadelphia to dallas
flight_id,what's the last flight from atlanta to boston
flight_id,i need a flight from charlotte to newark leaving today evening
flight_id,which flight between pittsburgh and baltimore on july nineteenth has the smallest seating capacity
flight_id,i would like one flight from kansas city to st. paul arriving around dinnertime 6pm
flight_id,i need a flight from newark to los angeles leaving tomorrow evening
fare_id,i'd like to make a trip between atlanta and boston i wish to know the cheapest fare
flight_id,what is american's last flight from boston to washington dc on july twenty first
airline_code,what airlines have business class
meal_description,what types of meals are available
airport_location,where is general mitchell international located
fare_id,show me round trip fares from new york to miami
flight_id,what is the first flight from boston to atlanta and what is the last flight from atlanta to boston
fare_id,what is the lowest fare from denver to atlanta
flight_id,how can i get from indianapolis to montreal in the evening
airline_code,what is ua
flight_id,now i need flights leaving denver in the afternoon on wednesday and arriving in san francisco
flight_id,show me the flights from baltimore to pittsburgh
flight_id,i need a flight from toronto to montreal reaching montreal early on friday
flight_id,i need a listing of flights from kansas city missouri to salt lake city utah
flight_id,please show me flights from dallas to denver
flight_id,give me flights from denver to baltimore
flight_id,i live in denver and i'd like to make a trip to atlanta
flight_id,what flights are there from cleveland to miami on us air that arrive in miami before 4pm
flight_id,show me the flights arriving at love field from all other airports
flight_id,may i have a listing of flights on monday from minneapolis to long beach california please
flight_id,what is the cheapest flight from long beach to memphis
airline_code,which airlines go from san francisco to washington by way of indianapolis
flight_id,flights from las vegas to montreal
flight_id,flights from long beach to nashville
flight_id,show me us air flights from pittsburgh to san francisco first class on monday
flight_id,show me all flights from boston to atlanta which leave atlanta after noon tomorrow
flight_id,what is the first flight from atlanta to baltimore that serves lunch
miles_distant,how far is it from salt lake city airport to salt lake city
flight_id,are there delta flights leaving atlanta
fare_id,show me all prices of first class from baltimore to dallas
flight_id,i'd like a flight from kansas city to los angeles that arrives in los angeles in the late afternoon
flight_id,show me the flights from baltimore to oakland
flight_id,what flights are there on continental from seattle to chicago
flight_id,can you tell me the afternoon nonstop flights departing from atlanta to boston
flight_id,flights from newark to boston
flight_id,show me all flights from minneapolis to san diego that arrive before 7pm
flight_id,list daily flights from boston to atlanta
advance_purchase,what is restriction ap57
flight_id,i need a flight from pittsburgh to boston on wednesday the fourteenth
flight_id,show me the flights from boston to pittsburgh on wednesdays and thursdays
flight_id,hi i need to go from newark to nashville on american airlines leaving around 630pm
flight_id,do you have a flight from atlanta to baltimore nonstop on a boeing 757 arriving baltimore around 7pm
flight_id,i need a flight from denver to washington dc on wednesday
flight_id,what's the latest flight from san francisco to atlanta
flight_id,newark to minneapolis on sunday
fare_id,what is the price of a one way fare from boston to denver on continental airlines
flight_id,please list all available flights from oakland california to philadelphia on wednesday
fare_basis_code,what is booking class c
flight_id,what is the first flight after 8am from boston to san francisco
transport_type,what ground transportation is there in atlanta
airline_code,what airlines fly from burbank to denver
aircraft_code,what is the seating capacity of a boeing 767
flight_id,could you tell me what flights you have that run daily from boston to san francisco please
flight_id,please list the flights from new york to los angeles
flight_id,i need a flight from pittsburgh to new york leaving at 5pm
flight_id,what time is the last flight from washington to san francisco
flight_id,what is the cheapest flight from long beach to memphis
flight_id,show flights from denver to oakland
airport_location,where is general mitchell international located
departure_time,show me the costs and times for flights from san francisco to atlanta
flight_id,flights from westchester county to san francisco daily
flight_id,list all flights from denver to philadelphia
flight_id,what flights are available from san francisco to pittsburgh on thursday evening
flight_id,i need a first class ticket on united airlines from denver to baltimore scheduled for december seventeenth
flight_id,show me the one way flights from detroit to westchester county
flight_id,show me the flights from st. petersburg to salt lake city that arrive before noon
flight_id,can you show me flights from dallas to atlanta on tuesday night
flight_id,okay i'd like to fly from denver to pittsburgh
flight_id,flights from dallas to houston in the morning
flight_id,what is the last flight from boston to atlanta
aircraft_code,what's the next smallest plane after a turboprop
flight_id,what flights from st. paul to kansas city on friday with a meal
transport_type,show me the car rentals in baltimore
flight_id,morning flight from atlanta to philadelphia
fare_id,show me the fares on all flights round trip from pittsburgh to oakland
ground_fare,what is the cost of limousine service in philadelphia
flight_id,show me flights from denver to washington dc on a wednesday
fare_id,what is the coach fare between boston and atlanta on delta
flight_id,are there any flights from boston to oakland that stop
flight_id,oakland to philadelphia saturday
minutes_distant,how long does the ground transportation take from the salt lake city airport
flight_id,what flights from kansas city to chicago next wednesday arrive at chicago at about 7pm
flight_id,what's the cheapest of the dallas to atlanta flights which are after 2 in the afternoon
flight_id,could i have a listing of flights leaving boston going to baltimore leaving wednesday after 2100
fare_id,show me prices of flights from baltimore to dallas
flight_id,okay could you get me a round trip ticket from indianapolis to kansas city
flight_id,flights from denver to philadelphia include fares
flight_id,what are the flights from dallas to san francisco on tuesday october first
flight_id,i want to travel from kansas city to st. paul and be there by dinnertime
airline_code,show me the airlines that fly from toronto to san francisco
flight_id,please show me flights from dallas fort worth to atlanta on monday
flight_id,i would like to see all flights from denver to philadelphia
flight_id,from phoenix to las vegas on saturday
aircraft_code,does delta aircraft fly dc10
flight_id,from pittsburgh to baltimore
flight_id,i would like to book a flight on us air first class from cleveland to miami on february twenty fourth
flight_id,please give me flights from atlanta to boston on wednesday afternoon and thursday morning
flight_id,philadelphia to boston monday
flight_id,what are the flights available after 6pm between san francisco and boston
flight_id,flights from phoenix to las vegas
transport_type,ground transportation in denver
flight_id,give me the latest flight tomorrow on american airlines from milwaukee to tacoma
flight_id,show me the cheapest flight from pittsburgh to atlanta on wednesday which leaves before noon and serves breakfast
flight_id,on april sixth i would like to book an early morning flight from tampa to charlotte
departure_time,one way
airline_code,what is ff
flight_id,show me all flight from san francisco to oakland
flight_id,looking for a flight from dc to minnesota
flight_id,what are the flights available in the morning between boston and denver
fare_id,show me round trip fares from las vegas to houston nonstop
count,how many flights does twa have with business class
flight_id,all northwest flights with stopovers in denver
fare_id,show me fares from baltimore to philadelphia
fare_id,i would like your rates between atlanta and boston on september third
flight_id,are there any flights from dallas fort worth to boston leaving before 10am
fare_id,what is the cheapest one way fare from san francisco to boston on wednesday august twenty first
flight_id,show me the flights from love field
flight_id,may i have a listing of flights from minneapolis to long beach california on tuesday
flight_id,please show me early morning flights from atlanta to philadelphia on wednesday
flight_id,is there a flight from boston to atlanta which leaves boston in the afternoon and arrives close to 5pm
flight_id,okay i've got somebody else who wants to take a round trip ticket from charlotte to montreal
airline_code,what is dl
transport_type,what ground transportation is there in denver
flight_id,flights from cincinnati to dallas departing after 718am
flight_id,show me flights from denver to washington dc on wednesdays
flight_id,what flights are available friday afternoon from pittsburgh to san francisco
flight_id,what is the cheapest flight from pittsburgh to atlanta one way
fare_id,please give me round trip fares from baltimore to philadelphia
flight_id,i need a flight from atlanta to baltimore and this flight should arrive at 7pm please
flight_id,what flights go from newark to boston after 5pm
flight_id,find me the earliest flight from boston to denver that serves breakfast
flight_id,show me flights which leave from boston on july twenty second arriving in pittsburgh
fare_id,all right what i'd like to do is find the cheapest one way fare from boston to denver
flight_id,please list all flights between indianapolis and orlando on the twenty seventh of december
flight_id,flight leaving from oakland to salt lake city
aircraft_code,please inform me the type of aircraft used on a flight from atlanta to denver before 12 o'clock noon
flight_id,flight from dc to salt lake city
aircraft_code,what planes does united use
flight_id,friday's flights between newark and tampa
transport_type,show me ground transportation information for dallas fort worth
flight_id,what is the first flight from boston to atlanta
flight_id,what are the flights from boston to atlanta
airline_code,what is hp
fare_id,what is the cheapest one way fare from atlanta to boston
flight_id,show me all flights from oakland to philadelphia on saturday which serve a meal and arrive in philadelphia before noon
flight_id,i'd like a flight from columbus to phoenix stopping in cincinnati and serving dinner what's available
flight_id,what is the most expensive flight from boston to dallas
flight_id,list the cheapest round trip flights from orlando to kansas city
flight_id,what flights leave san francisco on monday night and arrive at atlanta later in the evening
count,list the number of flights arriving in dallas fort worth from boston before noon
flight_id,show me the flights from san francisco to boston on august thirty first
flight_id,okay i need to get a flight from houston to seattle
flight_id,show flights from new york city to las vegas
fare_id,what are fare codes qw and qx
fare_id,show business class fares on us air from boston to toronto
flight_id,list all flights on continental from denver to chicago on sunday which depart after 934pm
flight_id,list all the takeoffs and landings at general mitchell international
flight_id,what flights leave charlotte north carolina and arrive in phoenix arizona on monday before 4pm
flight_id,what flights go from boston to pittsburgh after 6 o'clock next tuesday
flight_id,what flights go from denver to san francisco
flight_id,show me the flights from dallas to atlanta
flight_id,what are the flights on january first 1992 from boston to san francisco
flight_id,list list flights between oakland and denver
fare_id,can you show me economy class one way fares for flights from oakland to dallas on december sixteenth
flight_id,show me some information on making a reservation from philadelphia to denver on sunday
flight_id,show me flights from washington to boston on friday
flight_id,please show me flights from pittsburgh to atlanta on wednesday morning serving breakfast
transport_type,what ground transportation is available in baltimore for the day after tomorrow
flight_id,i'd like to find a flight from las vegas to detroit michigan that leaves in the afternoon on monday
flight_id,show me the earliest flight on wednesday from baltimore to newark
flight_id,please list the flights from washington dc to atlanta
flight_id,show me flights from milwaukee to orlando on thursday morning
flight_id,on a breakfast flight from philadelphia to dallas via atlanta
departure_time,please tell me the times of the flights between boston and baltimore
airline_code,please show me all airlines with sunday flights from philadelphia to denver
flight_id,i need a flight from los angeles to pittsburgh on monday afternoon
flight_id,what flights go from dallas to baltimore
aircraft_code,what type of aircraft flies from pittsburgh to baltimore
flight_id,what flights are there between washington dc and san francisco leaving washington after 6pm on wednesday
flight_id,show flights from pittsburgh to oakland
flight_id,what are the cheapest round trip flights from denver to pittsburgh
flight_id,show me flights from dallas to atlanta on tuesday
flight_id,give me the flights for american airline from dallas to san francisco
flight_id,please show me flights from atlanta to oakland california on thursday after 1600 hours
restriction_code,what does restriction ap/57 mean
flight_id,list the flights arriving in boston from atlanta on august fifth
flight_id,flights from nashville to orlando daily
flight_id,which flights are there on tuesday from san francisco to pittsburgh
flight_id,flights from pittsburgh to newark
flight_id,could i have the flights from newark to orlando please
flight_id,what flights leave seattle on sunday on continental after 9pm
flight_id,what is the earliest flight arriving in charlotte from st. louis on friday
flight_id,information on flights from pittsburgh to philadelphia
aircraft_code,what are the seating capacities of planes between pittsburgh and baltimore
flight_id,what are your flights from pittsburgh to baltimore
flight_id,list all the arriving flights at general mitchell international
flight_id,what flights are available from atlanta to washington dc on wednesday
count,how many first class flights are provided by american airlines
flight_id,show me the flights from los angeles to pittsburgh which arrive at pittsburgh on monday
departure_time,i need to fly from washington to san francisco but i'd like to stop over at dallas can you tell me a schedule of flights that will do that
flight_id,list all flights from long beach to columbus on sunday
flight_id,show me all flights from denver to baltimore
flight_id,all flights phoenix to sfo
flight_id,i would like to find a flight that goes from tampa to montreal making a stop in new york and a flight that serves lunch
booking_class,explain the fare code q
booking_class,what classes of service does twa provide
flight_id,flights from boston flights from philadelphia to boston on monday
flight_id,i'd like a flight tomorrow from columbus to houston with a stopover in nashville
flight_id,i'd like a united airlines flight on wednesday from san francisco to boston
flight_id,are there any flights between philadelphia and denver
flight_id,i want to fly from kansas city to chicago next wednesday arriving in the evening and returning the next day
flight_id,what is the cheapest flight from pittsburgh to atlanta
aircraft_code,repeating leaving denver to san francisco before 10am what type of aircraft is used
flight_id,what flights from kansas city to denver after 845 in the morning
flight_id,i want to fly from cleveland to san diego tomorrow and stop in indianapolis
flight_id,does continental fly from denver to pittsburgh
flight_id,please show me flights from denver to san francisco on wednesday after 1300 hours
flight_id,show me all the us air flights to pittsburgh between 12 and 4 in the afternoon
flight_id,i need the flights that leave denver after 7pm next monday and fly to pittsburgh
flight_id,list all nonstop flights on tuesday before noon from charlotte to baltimore
flight_id,all flights from boston to washington dc on november eleventh
flight_id,please show flights arriving in philadelphia from denver
flight_id,i'd like to go to boston from denver and i'd like to get there
flight_id,show me all flights from pittsburgh to baltimore tomorrow which serve a meal
transport_type,ground transportation for st. paul
flight_id,fares and flights from baltimore to philadelphia
departure_time,i would like the time of all flights from san francisco to pittsburgh on sunday
fare_id,cheapest airfare from tacoma to orlando
flight_id,show me flights from philadelphia to baltimore
flight_id,does united have a flight from miami to washington dc on wednesday
flight_id,list all the flights from atlanta to philadelphia on august the first
meal_code,could you tell me if delta flight 296 serves breakfast
departure_time,i would like a schedule of flights from san francisco to boston on wednesday
flight_id,can you give me a list of the flights from atlanta to boston
fare_id,what's the lowest round trip fare from denver to pittsburgh
fare_id,round trip fares from denver to philadelphia under 1000 dollars
transport_type,how can i go from the san francisco airport to downtown san francisco
flight_id,what are the afternoon flights between washington and boston
flight_id,show me the cheapest flights from san francisco to boston
airline_code,please show me airlines with flights from philadelphia to dallas
airline_code,give me a list of airlines in pittsburgh
fare_id,what is the cheapest fare that i can get between philadelphia and san francisco
miles_distant,what is the distance from san francisco international airport to san francisco
airline_code,what does ea mean
flight_id,show me the flights from boston to san francisco that arrive in the afternoon
flight_id,what flights do you have between oakland and boston with a stopover in dallas fort worth
flight_id,what northwest airline flights leave denver before noon
airline_code,what does the airline code dl stand for
flight_id,show me the flights from boston to baltimore
flight_id,what is your last trip from washington to boston on august twenty seventh
flight_id,what flights go to san francisco from boston
flight_id,show me the flights from boston to oakland
aircraft_code,what is the total seating capacity of all aircraft of american airlines
flight_id,i need to fly leaving philadelphia to atlanta
flight_id,what flights go from philadelphia to dallas via atlanta
airline_code,what is ff
flight_id,give me a flight from newark to tampa on friday
flight_id,philadelphia to dallas arriving before 1 in the afternoon
flight_id,give me the flights from boston to san francisco leaving early today
fare_id,what is the cost of a business class ticket going from boston to dallas leaving july first
flight_id,list nonstop flights from houston to dallas which arrive after 8pm
count,how many american airline flights leave denver june tenth
departure_time,i would like the time your earliest flight from washington to philadelphia
flight_id,what delta flights from cincinnati to new york city arrive at new york city before 6pm on saturday
fare_id,please give me the prices for all flights from philadelphia to denver airport next sunday
flight_id,give me flights from atlanta to baltimore
fare_id,what are the coach fares for flights from charlotte to newark tuesday afternoon
fare_id,show me any show me what the first class fares are of the flights from pittsburgh to san francisco on monday
airport_code,where does continental fly to from chicago
flight_id,show me the flights from baltimore to philadelphia
flight_id,looking for flights in toronto to san diego
aircraft_code,what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco stopping in dallas
flight_id,i need a flight from new york to montreal thursday may six arriving before noon
flight_id,what flights from any city land at general mitchell international
flight_id,i need a flight from new york to toronto thursday may six arriving by noon
flight_id,i want to travel from philadelphia to san francisco with a stopover in dallas
fare_id,round trip air fares from pittsburgh to philadelphia less than 1000 dollars
flight_id,list all american airline flights which leave phoenix on wednesday and stop at milwaukee
flight_id,show me all flights from indianapolis
flight_id,what are the flights from philadelphia to dallas on october first 1991
flight_id,i'd like to fly from denver to pittsburgh with a stop in atlanta
flight_id,show me flights from denver to philadelphia
airline_code,show me the airlines that fly from san francisco to boston
flight_id,i would like to plan a flight on american airlines from boston to denver
flight_id,what are my choices of flights leaving early afternoon from minneapolis to indianapolis
flight_id,from philadelphia to toronto
flight_id,show me the flights from st. petersburg to toronto that arrive early in the morning
flight_id,please list all flights from san francisco to pittsburgh on sunday
fare_id,what are the prices of these flights
flight_id,i want to fly from milwaukee to orlando
flight_id,what is the earliest morning flight leaving boston for washington
fare_id,i'd like to find the cheapest one way fare from baltimore to denver
count,list the total number of flights between all airports by delta
flight_id,now i need flights leaving from atlanta and arriving in philadelphia on wednesday morning
flight_id,please list flights between denver and boston
transport_type,ground transportation philadelphia
transport_type,is there ground transportation from the atlanta airport to downtown atlanta
flight_id,show me the flights from atlanta to denver on friday
flight_id,united airlines flights stopping in denver before noon
flight_id,all flights from pittsburgh to philadelphia that arrive at 6 o'clock next tuesday
flight_id,show me the flights from boston to philadelphia
flight_id,what flights from minneapolis to pittsburgh
airline_code,which airline can fly me from atlanta to denver to san francisco
flight_id,list the flights from denver to san francisco after 2pm on a monday
flight_id,what are all monday flights from denver to san francisco on united airlines
fare_id,what's the lowest round trip fare from denver to atlanta
flight_id,i need a flight from san francisco to boston that leaves after 10pm
transport_type,what ground transportation is available into washington
flight_id,show all nonstop flights from boston to atlanta
fare_id,what is the cheapest ticket from baltimore to san francisco on friday august thirtieth
flight_id,show all wednesday morning flights from denver to boston
flight_id,shortest flights from nashville to st. petersburg
